RestaurantID,RestaurantName,PasswordHash,Description,LogoImage,BusinessStatus,DeliveryFee,MinimumOrderAmount,DeliveryArea,AverageRating
2368,Gomez Snyder and Gibson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Profound multimedia moderator,https://picsum.photos/920/210,Resting,7.74,40.07,East John,3.5
2369,Allen-Ortega,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Exclusive modular protocol,https://placekitten.com/730/842,Closed,6.0,34.69,South Rebeccaport,4.7
2370,Gray Jones and Lopez,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Programmable modular support,https://picsum.photos/835/523,Resting,7.64,54.63,North Zoe,4.5
2371,Huynh Inc,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Face-to-face 24hour Internet solution,https://picsum.photos/193/212,Open,8.27,36.42,Powellview,4.9
2372,Wright-Freeman,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Focused tangible data-warehouse,https://placekitten.com/473/270,Resting,7.78,34.52,East Andrewside,3.6
2373,Hampton-Henry,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Virtual bi-directional middleware,https://placekitten.com/903/182,Open,8.18,54.56,Lake Tammymouth,4.6
2374,Jones-Marshall,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-channeled 6thgeneration Graphical User Interface,https://placekitten.com/205/986,Resting,6.31,30.14,North Crystalside,4.7
2375,Moon Cox and Kelly,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Open-source uniform emulation,https://dummyimage.com/260x753,Resting,9.18,20.52,East Jennifer,4.7
2376,Cook Anderson and Sharp,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Horizontal analyzing budgetary management,https://picsum.photos/86/597,Closed,2.93,33.01,Barkerville,3.9
2377,Rogers-Hernandez,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Upgradable optimizing service-desk,https://dummyimage.com/679x276,Closed,6.04,28.05,New Kristen,4.0
2378,Miller PLC 4,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Public-key directional analyzer,https://picsum.photos/879/21,Resting,6.68,46.5,West Ashley,4.2
2379,Ramirez LLC 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Switchable local knowledgebase,https://picsum.photos/897/766,Closed,4.03,28.03,East Ryanville,3.5
2380,Flores Gomez and Barnes,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Object-based disintermediate instruction set,https://placekitten.com/391/519,Open,7.0,53.96,North Scottstad,3.3
2381,Bean Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Total 24/7 parallelism,https://picsum.photos/894/611,Resting,3.55,44.72,East Williammouth,3.9
2382,Logan LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Phased cohesive protocol,https://placekitten.com/794/139,Closed,3.99,32.69,South Erinfort,3.2
2383,Johnson-Riley,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Grass-roots executive orchestration,https://picsum.photos/1001/348,Resting,4.98,18.38,South Lancemouth,3.4
2384,Grant-Galvan,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Cross-group contextually-based emulation,https://placekitten.com/935/571,Resting,5.56,26.18,West Laurabury,3.2
2385,Baxter Kidd and Krueger,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Compatible system-worthy solution,https://placekitten.com/22/513,Closed,8.26,53.24,Johnfort,4.1
2386,Yates LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Visionary secondary concept,https://dummyimage.com/753x230,Resting,9.86,53.27,Port Erikland,4.2
2387,Beck LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Assimilated 4thgeneration attitude,https://picsum.photos/120/736,Open,8.72,54.26,South Christopher,3.4
2388,Smith Walter and Allen,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,User-friendly composite database,https://placekitten.com/929/90,Open,7.77,46.4,Jacksonland,4.0
2389,Wall Ltd,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Robust bifurcated moderator,https://picsum.photos/908/341,Closed,2.98,27.79,Port Joshua,4.9
2390,Baker-Castillo,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Optimized executive paradigm,https://dummyimage.com/114x492,Open,6.98,27.88,Angelaborough,3.3
2391,Hart Ltd,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,De-engineered real-time infrastructure,https://picsum.photos/362/102,Open,4.52,49.62,Port Kerrimouth,4.9
2392,Reed Moore and Garcia,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Centralized mission-critical projection,https://dummyimage.com/896x205,Resting,4.62,53.76,Michelleport,4.7
2393,Nguyen Harvey and Martin,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Future-proofed bi-directional customer loyalty,https://placekitten.com/881/913,Open,2.67,35.67,Wongburgh,4.6
2394,Hill Rodriguez and Lopez,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Seamless full-range middleware,https://picsum.photos/702/845,Closed,9.59,51.92,Youngville,3.2
2395,Romero-Ellis,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Reduced optimal knowledgebase,https://dummyimage.com/67x546,Resting,2.11,54.29,New Kimberly,4.2
2396,Duncan-Case,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Virtual analyzing process improvement,https://dummyimage.com/497x602,Resting,3.36,32.38,Dawsonberg,3.5
2397,Wallace Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Integrated value-added extranet,https://dummyimage.com/99x341,Open,6.21,49.35,Hensleybury,3.9
2398,Stewart LLC 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Innovative bottom-line data-warehouse,https://dummyimage.com/420x973,Open,2.32,41.78,Lake Jeremiah,3.8
2399,Garcia Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Cross-group grid-enabled moratorium,https://picsum.photos/563/675,Open,6.2,31.4,Jesusborough,3.9
2400,Davis LLC 3,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Universal national synergy,https://placekitten.com/820/572,Closed,5.35,23.73,Jenniferbury,3.6
2401,Taylor Vega and Hernandez,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Extended grid-enabled alliance,https://picsum.photos/139/34,Closed,9.85,30.95,South Julie,3.1
2402,Baker-Phillips,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Self-enabling client-server model,https://placekitten.com/832/646,Closed,7.19,54.65,Lake Doris,3.6
2403,Reilly Ltd,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Object-based neutral workforce,https://picsum.photos/636/445,Open,3.85,50.8,New Kristin,3.9
2404,Heath Miller and Vasquez,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Organized dynamic knowledgebase,https://dummyimage.com/384x228,Resting,3.54,50.76,New Sarah,4.1
2405,Edwards-Lucas,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Networked bifurcated installation,https://picsum.photos/673/496,Resting,4.78,51.65,Ronaldbury,3.8
2406,Harvey Tanner and Beard,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Secured bottom-line moderator,https://dummyimage.com/822x467,Closed,8.29,30.29,Port Janebury,4.4
2407,Deleon Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Assimilated cohesive concept,https://picsum.photos/564/1003,Open,4.21,29.59,Port Lisa,4.7
2408,Vargas Becker and Williams,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Implemented holistic hardware,https://picsum.photos/403/171,Open,2.36,32.68,West Ianborough,3.3
2409,Perez-Davis,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,User-centric systematic structure,https://placekitten.com/921/1019,Closed,5.2,56.82,Fowlermouth,3.1
2410,Shaw LLC 3,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Re-engineered actuating knowledgebase,https://picsum.photos/53/999,Open,6.05,16.06,East Sharonview,4.3
2411,Johnson Group 3,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Decentralized even-keeled knowledge user,https://picsum.photos/686/363,Open,4.84,22.74,Traceyfort,4.7
2412,Doyle-Harvey,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Enterprise-wide directional hub,https://dummyimage.com/985x308,Open,5.31,46.05,Edwardshaven,4.0
2413,Williams Ltd 5,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Profound tertiary projection,https://placekitten.com/636/526,Closed,6.33,38.81,Port John,4.0
2414,Lam Lopez and Hudson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Optimized heuristic time-frame,https://dummyimage.com/66x477,Open,3.21,45.35,North Hannahland,4.3
2415,Cruz Matthews and Thompson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Grass-roots transitional firmware,https://placekitten.com/919/247,Closed,9.6,51.03,Lucaston,3.7
2416,Turner-Maldonado,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Pre-emptive interactive moratorium,https://dummyimage.com/768x59,Open,9.91,47.99,Jacksonland,4.1
2417,Russell Carter and Mccoy,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Focused holistic artificial intelligence,https://dummyimage.com/489x455,Closed,8.87,48.81,Justinstad,4.3
2418,Salazar-Anderson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Integrated dynamic emulation,https://picsum.photos/846/213,Closed,3.49,56.44,South Bradley,3.9
2419,Jimenez and Sons,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Customer-focused optimizing firmware,https://picsum.photos/293/826,Resting,8.93,33.6,Susanburgh,3.8
2420,Cannon Cervantes and Soto,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Configurable composite open system,https://dummyimage.com/850x415,Resting,4.98,15.13,East Gabriel,4.7
2421,Robertson Harris and Howe,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Visionary fresh-thinking contingency,https://placekitten.com/911/20,Resting,7.82,24.76,East Codyhaven,3.6
2422,Ellis-Rivera,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Persevering bottom-line core,https://dummyimage.com/285x962,Open,2.17,35.0,East Jessica,4.1
2423,Beard Kelley and Young,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Stand-alone regional pricing structure,https://picsum.photos/371/500,Resting,9.51,25.99,New Michael,3.3
2424,Zimmerman Hogan and Nelson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Polarized bottom-line collaboration,https://dummyimage.com/682x432,Resting,5.35,33.69,East Sarahmouth,4.2
2425,Reed LLC 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Devolved non-volatile moratorium,https://picsum.photos/318/680,Open,2.07,17.85,Stevenview,4.1
2426,Sanders LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Enhanced logistical flexibility,https://picsum.photos/820/105,Closed,3.94,20.91,South Bethberg,4.8
2427,Marshall Davis and Riley,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Synergized discrete system engine,https://picsum.photos/498/341,Open,3.31,29.49,Mcintoshburgh,4.3
2428,Woods-Moore,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Advanced real-time approach,https://dummyimage.com/653x1012,Closed,4.79,19.0,West Michellechester,3.3
2429,Johnson-Robinson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Reactive dynamic adapter,https://picsum.photos/117/606,Open,7.7,56.49,West Cassandraburgh,3.5
2430,Boyd LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-layered local attitude,https://picsum.photos/846/765,Closed,9.2,57.52,Port Brendaview,3.0
2431,Washington Gonzales and Holmes,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-lateral client-server open system,https://picsum.photos/543/934,Resting,3.98,19.21,North Walterland,4.5
2432,Gates Stewart and Pace,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Balanced fresh-thinking strategy,https://placekitten.com/187/873,Closed,7.6,26.38,South Joshua,4.9
2433,Williams-Ford,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Open-source solution-oriented neural-net,https://placekitten.com/441/744,Closed,4.39,35.09,East Lindsayville,4.4
2434,Bean Strickland and Palmer,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Right-sized eco-centric portal,https://picsum.photos/78/183,Open,4.87,35.26,Elizabethtown,3.6
2435,Howe Hart and Lane,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Re-engineered 6thgeneration paradigm,https://dummyimage.com/896x463,Resting,3.16,46.23,New Elizabeth,3.1
2436,Palmer Chandler and Anderson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Exclusive reciprocal encoding,https://dummyimage.com/956x838,Resting,5.52,37.01,North Michelle,4.4
2437,Martin Cain and Murillo,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Managed modular middleware,https://dummyimage.com/470x593,Open,6.54,55.5,South Christinaport,4.5
2438,Salazar Watson and Lane,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Enhanced demand-driven interface,https://placekitten.com/832/956,Open,3.79,18.33,Lake Jeffrey,4.3
2439,Marks Barnes and Huang,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Realigned neutral matrices,https://picsum.photos/1008/39,Open,4.86,57.6,South Pamelafurt,3.7
2440,George Davis and Palmer,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Decentralized human-resource productivity,https://dummyimage.com/444x893,Closed,3.89,27.73,Lake David,3.6
2441,Stone Schneider and Wood,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Up-sized human-resource toolset,https://placekitten.com/219/344,Open,3.35,38.72,Cassandrafurt,4.8
2442,Butler-Lawson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Profound contextually-based Local Area Network,https://placekitten.com/897/586,Resting,3.02,19.12,North Shawn,3.3
2443,Anderson Ltd 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Devolved reciprocal service-desk,https://dummyimage.com/536x157,Closed,7.8,44.55,Latoyaberg,4.1
2444,Murray Carpenter and Johnson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,User-friendly bi-directional utilization,https://dummyimage.com/286x603,Closed,6.51,22.11,East Tarachester,3.5
2445,Garcia PLC 3,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Configurable tangible middleware,https://picsum.photos/445/732,Resting,5.83,36.79,Port Andrew,4.1
2446,Jones-Anderson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Centralized solution-oriented software,https://picsum.photos/327/76,Open,9.91,23.59,Lake Robinfort,4.7
2447,Jones Brown and Davis,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Virtual discrete architecture,https://dummyimage.com/37x209,Open,2.84,37.93,Timothyfurt,4.6
2448,Griffin Barnes and White,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Expanded radical time-frame,https://dummyimage.com/837x17,Resting,8.88,21.07,Brianchester,3.7
2449,Mcgrath and Sons,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Extended well-modulated help-desk,https://placekitten.com/104/611,Closed,3.43,25.45,Port Edwardstad,4.2
2450,Freeman-Jackson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Configurable grid-enabled hardware,https://placekitten.com/622/253,Closed,9.88,29.97,Hallville,3.3
2451,Dunn Gardner and Mccarty,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Stand-alone foreground neural-net,https://dummyimage.com/490x175,Resting,5.49,53.47,Lake Josephburgh,3.2
2452,Byrd Inc,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Innovative high-level initiative,https://placekitten.com/163/13,Closed,6.48,42.41,Carsonbury,3.8
2453,Hernandez Diaz and James,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Proactive multi-tasking groupware,https://placekitten.com/222/206,Closed,8.69,46.77,Lake Jonmouth,3.3
2454,Harrison Young and Garcia,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Synchronized encompassing artificial intelligence,https://picsum.photos/441/165,Closed,2.57,50.32,Matthewfort,5.0
2455,Arnold-Watkins,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Realigned bottom-line synergy,https://picsum.photos/497/672,Resting,4.66,21.46,Cathyside,3.1
2456,Smith Gomez and Nunez,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Virtual clear-thinking orchestration,https://dummyimage.com/754x947,Resting,6.94,26.0,West Michele,4.2
2457,Francis Lee and Jones,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Mandatory clear-thinking project,https://placekitten.com/705/587,Open,4.18,54.32,North Joshua,3.7
2458,Smith LLC 4,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Profit-focused explicit portal,https://placekitten.com/908/494,Resting,9.73,38.27,South John,4.7
2459,Keller PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,User-friendly bandwidth-monitored definition,https://placekitten.com/57/272,Closed,9.21,24.4,Lake Nancy,4.7
2460,Vega-Moore,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Extended non-volatile Local Area Network,https://picsum.photos/224/710,Resting,7.94,35.82,New Kristymouth,4.9
2461,Garcia Rivera and Brown,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Robust 24hour installation,https://placekitten.com/876/589,Closed,7.53,58.17,Trevorland,3.6
2462,Sanchez Group 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Switchable 3rdgeneration architecture,https://placekitten.com/420/113,Open,2.43,22.27,East Donaldchester,4.2
2463,Williamson Ltd,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Networked grid-enabled throughput,https://placekitten.com/292/705,Open,9.79,25.75,North Richard,3.7
2464,Bishop-Watson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Visionary multi-tasking secured line,https://placekitten.com/415/779,Resting,7.95,27.54,Christopherville,4.9
2465,Schwartz-Salinas,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Cross-group secondary workforce,https://picsum.photos/990/6,Resting,5.38,20.62,Port Kenneth,3.1
2466,Monroe and Sons,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Cloned tangible collaboration,https://dummyimage.com/720x387,Closed,6.12,27.05,New Thomas,4.7
2467,Yates-Blackburn,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Reactive client-driven protocol,https://placekitten.com/480/958,Resting,8.73,34.15,New Chad,4.5
2468,Moore Schwartz and Adams,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Total static moratorium,https://picsum.photos/868/798,Open,2.03,52.94,Randyfurt,4.1
2469,Moore Wright and Dickerson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Enhanced fresh-thinking time-frame,https://picsum.photos/662/706,Resting,5.52,26.52,West William,3.6
2470,Stephens LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Cloned actuating emulation,https://placekitten.com/620/182,Open,9.35,15.96,Lake Crystal,3.7
2471,Hayes-Rivera,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Advanced context-sensitive data-warehouse,https://dummyimage.com/918x995,Open,4.5,16.89,Jessicaview,3.3
2472,Russell Murphy and Stanley,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Distributed exuding protocol,https://picsum.photos/406/522,Closed,3.68,41.02,North Kristinville,3.6
2473,Harris Inc 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Enterprise-wide multimedia intranet,https://placekitten.com/153/632,Closed,4.55,44.96,Kimberlyland,4.8
2474,Harris Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Configurable maximized matrices,https://dummyimage.com/863x681,Closed,8.89,23.52,North Pamela,4.9
2475,Perkins and Sons,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Configurable zero administration hardware,https://picsum.photos/58/584,Resting,2.56,22.66,West Jessicashire,4.1
2476,Casey Perez and Hall,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Realigned next generation leverage,https://picsum.photos/812/656,Open,7.05,23.67,Lake Rebeccaview,4.8
2477,Sexton Inc,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Profound heuristic orchestration,https://picsum.photos/512/988,Closed,3.69,15.82,Bethanyfurt,4.1
2478,Young Watson and Williams,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Front-line content-based infrastructure,https://picsum.photos/622/1004,Closed,5.63,35.06,Brucehaven,3.8
2479,Conner PLC 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Versatile explicit info-mediaries,https://placekitten.com/669/174,Resting,3.31,37.19,Howardborough,3.6
2480,Solis PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-tiered neutral firmware,https://placekitten.com/1015/859,Open,5.22,18.09,West Jared,3.2
2481,Brown PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Focused object-oriented emulation,https://placekitten.com/144/118,Closed,8.58,16.57,Joyceshire,3.5
2482,Brandt and Sons,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Compatible needs-based flexibility,https://dummyimage.com/615x1006,Resting,8.5,37.97,North Shaneport,4.7
2483,Mckinney-Lynch,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Object-based empowering middleware,https://picsum.photos/590/511,Resting,9.29,41.24,Jameschester,3.6
2484,Smith Guerra and Hanna,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Customer-focused systematic time-frame,https://dummyimage.com/995x876,Open,6.15,30.22,New Jenniferview,4.6
2485,Wells-Valdez,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Customer-focused intermediate website,https://placekitten.com/467/29,Open,7.18,56.68,Nicholsonmouth,4.9
2486,Gilmore-Jefferson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Optimized responsive firmware,https://dummyimage.com/125x743,Resting,7.27,34.99,Samanthaview,4.4
2487,Allen Nguyen and Jacobs,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Business-focused modular encryption,https://placekitten.com/431/355,Open,8.49,21.22,South Mariatown,3.6
2488,Le Thompson and Blankenship,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Visionary client-server hierarchy,https://placekitten.com/696/931,Resting,4.14,41.19,Lopezside,3.7
2489,Gallagher-Ramirez,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Grass-roots local leverage,https://picsum.photos/323/501,Resting,2.23,31.47,Lake Kyle,3.3
2490,Johnson-Anderson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Upgradable tangible matrix,https://placekitten.com/680/988,Closed,8.29,55.16,Lake Amberchester,4.2
2491,Newman PLC 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Team-oriented responsive orchestration,https://dummyimage.com/5x199,Open,2.41,36.53,Lake Caroline,3.1
2492,Ferguson and Sons,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Future-proofed systematic methodology,https://dummyimage.com/555x129,Closed,3.98,15.16,Lake Fred,4.8
2493,Allen Richardson and Ochoa,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Adaptive non-volatile throughput,https://dummyimage.com/655x950,Resting,9.65,55.35,South Rachelbury,4.1
2494,Gonzalez Ltd 3,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Virtual context-sensitive functionalities,https://placekitten.com/192/110,Resting,7.97,52.07,East Douglas,5.0
2495,Hall Bullock and Fitzgerald,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Customer-focused non-volatile application,https://dummyimage.com/748x956,Open,9.94,32.11,West Derek,3.1
